시행일자,HS10_int,사용자_상품명,사용자_상품설명
2025-10-16,9032819000,Positioner; PVR10EP Positioner (Part Number : 103196180200); IT;,"ㅇ 물품개요
상위 제어 시스템(DCS/PLC)로부터 4~20mA의 전류신호 형태로 수신받은 밸브 개도 요구(Demand)의 목표치와 밸브개도 상태를 감지하여 4~20mA의 전류형태로 Valve position feedback transmitter로 수신받은 밸브개도의 측정치를 비교하여 두 값을 일치시키기 위해 작동기인 액압식 액츄에이터에 명령 신호를 출력하는 기기

ㅇ 물품의 형태 및 구성요소
<신청물품><신청물품 장착위치>
수신부(Receiver): 프로세스 제어기에서 오는 밸브 개도 요구신호(Position demand)를 수신.
증폭기(Amplifier): 입력 신호를 증폭하여 구동 로직 및 밸브 제어부에 전달.
구동 로직(Drive logic): 차단 요소(Blocking element) 및 비례제어 밸브(Proportional valve) 구동을 위한 논리 제어 수행.
전원부(Power units) : 밸브를 움직이는 구동장치인 액츄에이터(액압식)에 PWM방식으로 제어전류를 출력
블로킹 요소(Blocking element): 정상 시 개방되어 유압 유로를 통과시키며, 비상 시 차단되어 액추에이터 동작을 멈추게 함.
위치 출력부(Position output): 액추에이터 샤프트의 실제 위치를 전류 신호(4~20 mA)로 변환하여 제어 시스템에 피드백.
알람 및 상태 표시부
알람 릴레이 출력(유압 부족, 신호 단선·단락 시 경보)
LED 상태 표시 (전원 공급, 밸브 위치 정상, 케이블 단선, 제어기 오류 등)
보조 출력부(Additional solenoids): 최대 3개 솔레노이드 밸브 제어 가능 (예: 긴급 차단, 보조 기능)."
2025-10-15,5603139000,"Nonwovens of man-made filaments, weighing more than 70g/㎡
but not more than 150g/㎡; PP SPUNBOND NONWOVEN FABRIC;
GSM: 100G, WIDTH:1M R.LENGTH: 300M","- 인조필라멘트를 이용하여 웹을 형성한 후, 웹의 층과 폭에 걸쳐서 열 압착을 가하는 연속법을 통해 제조된 부직포(별도의 침투, 도포, 적층 등 완성가공이 이루어지지 않음)

[제시자료]
제조공정 : 폴리프로필렌 과립 용융 및 압출 → 필라멘트 압출 → 필라멘트
연신 및 냉각 → 웹(web) 형성 → 열 압착(핫 롤링) → 부직포 생산

1제곱미터당 중량 : 약 100그램

성분 : 폴리프로필렌

용도 : 필터 제조용"
2025-10-15,2308009000,Other vegetable by-products ; 콩깍지 펠렛,"- 콩을 분리하고 남은 꼬투리 및 콩 잎을 혼합, 분쇄하여 만든 갈색계 펠렛상

용도 : 사료용



※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-10-15,3302101000,Walnut Flavor SW-8597; Walnut Flavor SW-8597;,"ㅇ Aqueous alcoholic extraction of vanilla beans, Aqueous alcoholic extraction of cacao mass, Vanillin, Ethyl alcohol, Propylene glycol, Water 등으로 조제된 갈색계 액상의 물품

- 용도 : 아이스크림 첨가용



ㅇ 물품 이미지"
2025-10-15,3302101000,VANILLA FLAVOR 2000A; VANILLA FLAVOR 2000A;,"ㅇ Vanilla Extract, Vanillin, Water, Ethyl Vanillin, Ethanol, L-Ascorbic acid로 조제된 갈색계 액상의 물품

- 용도 : 아이스크림 제조용



ㅇ 물품 이미지"
2025-10-15,9030901000,HSU320; 630*400*4.8mm;,"ㅇ 인쇄회로기판 위에 Controller FPGA, AFM FPGA, PG FPGA, TG FPGA, ADC, EEPROM, Pin Electronics 등이 부착되어 있는 물품으로 반도체 테스트 장비(TM8000)의 내부 슬롯에 장착됨

- 용도 : 디지털 반도체 칩이나 모듈의 디지털 신호 동작을 테스트

ㅇ 주요 부품 및 기능


ㅇ Block Diagram


ㅇ 물품이미지

※ [참고 자료] 신청물품이 장착되는 장비
- 모델명 : TM8000-CP
- 반도체 메모리 소자의 웨이퍼 레벨에서 전기적 특성을 검사하는 장비로, 주요 검사 기능으로는 DC Test, Function Test 등이 있음

- Board List"
2025-10-14,1902199000,Uncooked pasta; Dried sweet potato starch sheet; 양장피,"고구마 전분(98%)에 물을 혼합하여 성형, 열처리한 후 건조한 미황색계 반투명한 원형 시트상을 종이 박스에 소매포장한 것[(크기: 직경 약 30cm x 두께 약 1mm, 내용량: 4ea(400g)]

- 용도: 식용(양장피 채 제조용)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-10-14,1902192000,Chinese vermicelli; 양장피채,"녹두 전분(98%)에 물을 혼합하여 성형, 열처리한 후 건조한 반투명한 스트립상의 면을 수지제 봉지에 소매포장한 것(크기: 폭 약 1cm x 두께 약 1mm, 내용량: 250g)

- 용도: 식용(양장피 채)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-10-14,9031809099,FEELER GAUGE; FG-50-1(0.5 X 1M); FG-50-1(0.5 X 1M); JP;,"ㅇ 물품개요
- 두께 0.50㎜, 폭 12.7㎜, 길이 1m의 탄소공구 강 재질의 스트립으로두 물체 사이의 간격, 너비를 측정하는데 사용되는 도구
- 주로 엔지니어링에서 두 부품 사이의 작은 틈이나 공간의 크기를 정밀하게 측정하는데 사용되는 휴대용 측정도구로 필요한 만큼 잘라서 사용"
2025-10-14,7228709000,CORRUGATED PLATE; TES15-001; T0.5;,"- 규소강판(SI-STEEL*, 50PN400**)을 특정 크기의 직사각 형상으로 절단 후 각이 진 사다리꼴 파형으로 후가공된 물품(가로 655㎜, 세로 680㎜, 두께 0.5㎜)
* Silicon Steel의 약자로, 철(Fe)에 실리콘(Si)이 첨가된 합금강이며, 방향성이 없는 비정향성 전기강판임
** 50 : 두께 0.50㎜, P : Non-oriented(비정향성), N: 냉간압연, 400 : 철손(손실률)

(구성성분) C ≤0.005, Si 2.20∼3.00, Mn ≤ 0.50, P ≤ 0.03, S ≤ 0.01

- 변압기 코어(권선) 사이에 삽입되어, 냉각유 흐름 유도 및 방열 기능 수행(※ 전기 전도나 절연 등 전기적 작용은 없음)"
2025-10-14,2309902099,엑티베이트더블유디맥스,"- DL-메치오닌수산화유도체, 개미산, 프로피온산 등을 혼합하여 제조한 갈색 투명액상

- (용도) 보조사료(혼합제)"
2025-10-13,1901902020,Food preparations of goods of headings 0401 to 0404; 분말치즈-에이,"ㅇ 유크림 28.5%, 가공유장분(유장분말 40% 이상 함유) 8.55%, 가공치즈 28.49%, 쇼트닝 14.25%, 유당 12.83%, 카제인나트륨 3.56%, 백설탕 3.21%, 아나토색소 0.29%, 제삼인산나트륨 0.14%, 치즈향 0.14%, 버터밀크향 0.04%를 혼합, 분무건조한 주황색계 분말상(지방분이 전 중량의 100분의 30 초과)

- 용도 : 식용(스낵, 제과, 제빵 등 식품가공용 원료)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-10-10,3913909090,"Natural polymers, in primary forms; 키토올리고당분말","ㅇ 게 껍질에서 추출된 키틴을 탈아세틸화 처리하여 얻은 키토산을 효소처리하여 만든 황색계 분말상의 키토올리고당

- 용도 : 건강기능식품 원료


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-10-10,7019669000,FIREMASK MESH; LT55-CE03;,"- 백색계 유리섬유(약 54%)와 흑색계 탄소섬유(약 37%)를 가로·세로 방향으로 교대로 배열하고, 세로 방향의 섬유에 합성섬유사(약 9%)를 교차하여 직조한 망상 직물(제시 규격: 길이 87m/roll, 폭: 1,270㎜)
- 용도 : 건물 보수용, 건축 보강재"
2025-10-02,3824999090,Chemical preparations; Magnesium Stearate,"ㅇ Magnesium stearate와 Magnesium palmitate 등으로 조성된 백색계 분말상

- 용도 : 의약품 원료(활택제)


※ 분석결과는 제시된 자료 및 시료에 한함

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-10-02,8708400000,GEAR-TRANSFER DRIVE; 45811-TTP220;,"ㅇ 차량 자동변속기 내부에 위치하며, 유성기어 세트와 트랜스퍼 드리븐 기어 사이에 조립되어 엔진에서 시작된 동력을 변속하여 차축에 전달하는 철강제 기어
ㅇ 재질 : 철강
ㅇ 크기 : 외경 Ø 142.4, 무게 1,679g
ㅇ 제조공정 : 단면연삭 → 외단면연삭 → 간이방청 → 마킹 → 치연삭 →
세척 → 체커&전달오차 → 방청"
2025-10-02,7616999090,Holder Nozzle(MEG64179802),"- 가스 배관과 버너 헤드 사이를 연결하기 위해 사용하는 노즐 홀더

- (규격) 56 × 71.5㎜, (재질) 알루미늄 합금

- (용도) 가스 밸브에서 나온 가스가 버너 쪽으로 일관적으로 공급되도록 가스 배관과 버너 헤드(점화구)를 연결하는 역할


(신청 물품)

(장착 위치)"
2025-10-02,2309902099,라우리 프로 피(Lauri-Pro-P),"ㅇ (개요) 글리세린 지방산 에스테르(Mono-, Di- and Triglycerides of lauric acid)와 실리카(Silica)를 혼합, 조제한 백색 분말상

ㅇ (사료성분등록증 상 사료의 종류) 보조사료/유화제

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-10-02,7321900000,Burner Assembly(ABF73569704),"- 가스가 분사되는 홀이 다수 형성되어 있는 “ㄱ”자 모양의 합금강 제품

- (규격) 397.5 × 187.7㎜

- (용도) 가스 오븐 내부에 장착되어 투입구 가스가 공급되면 분사구에서 가스가 점화하여 오븐을 직접적으로 가열시키는 역할 수행


(신청 물품)

(장착 위치)"
2025-10-02,8541511000,TMR sensor(HHS-TLS1139RATT-0010),"- 반도체 재료인 실리콘 기판 위에 반도체 일괄공정으로 제조한 (Si) TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 0.8×0.5×0.25㎜)


이미지(상,하,좌,우)

(X-Ray)

- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 위치 감지 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과: 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling) 하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능


- TMR die의 내부구조



- 접속도

① Vout1 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
② Vout2 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
* Vout1과 Vout2의 전압차의 절대값을 이용해 거리 계산
③ GND : 접지단자
④ VDD : 센서에 필요한 전원공급단자(Typical 1V, Max 5.5V)

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음

- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1∼4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5∼8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9∼11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-10-02,7321900000,Manifold(AGR30427101),"- 가스관이 연결되도록 홀이 형성되어 있는 직사각형 형태의 합금강 제품

- (규격) 208 × 25.4㎜

- (용도) 가스레인지의 가스관(나선가공된 홀)과 타 부품을 연결하여 가스가 일관적으로 공급되도록 하는 통로 역할 수행


(신청 물품)

(장착 위치)"
2025-10-02,8708501000,GEAR-DIFF DRIVE; 45832-TTP230;,"ㅇ 자동변속기 출력축(Output Shaft)과 디퍼렌셜(차동장치) 케이스 사이에 장착되어 변속기에서 받은 동력을 차동장치로 전달하는 물품
ㅇ 재질 : 철강
ㅇ 크기 : 외경 Ø 215.6, 무게 4,450g
ㅇ 제조공정 : 내단면연삭 → 간이방청 → 마킹 → 치연삭 → 세척 → 체커 및 전달오차 → 방청"
2025-10-02,8541511000,TMR sensor(HHS-TLS1139RATT-0010),"- 반도체 재료인 실리콘 기판 위에 반도체 일괄공정으로 제조한 (Si) TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 0.8×0.4×0.25㎜)


이미지(상,하,좌,우)

(X-Ray)

- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 위치 감지 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과: 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling) 하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능


- TMR die의 내부구조



- 접속도

① Vout1 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
② Vout2 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
* Vout1과 Vout2의 전압차의 절대값을 이용해 거리 계산
③ GND : 접지단자
④ VDD : 센서에 필요한 전원공급단자(Typical 1V, Max 5.5V)

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음

- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1∼4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5∼8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9∼11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-10-02,8708501000,GEAR SET-T/F DRIVEN; 45720-TTP223;,"자동변속기 출력축(Output Shaft)과 디퍼렌셜(차동장치) 케이스 사이에 장착되어 변속기에서 받은 동력을 차동장치로 전달하는 물품
ㅇ 재질 : 철강
ㅇ 크기 : 외경 Ø 215.6, 무게 4,450g
ㅇ 제조공정 : 내단면연삭 → 간이방청 → 마킹 → 치연삭 → 세척 → 체커 및 전달오차 → 방청"
2025-10-02,2309902099,라우리 스팀_P(LauriStim_P); 글리세린 지방산 에스테르;,"- 글리세린 지방산 에스테르(라우르산, 부티르산, 프로피온산), 글리세린, 실리카 등을 혼합·조제한 백색계 분말상

용도 : 보조사료(유화제)



※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-10-02,4016991090,STOP(WG1350-0145-041),"- 헬리콥터 좌측 엔진룸에 장착되어 충격 흡수 및 완화 역할을 수행하는 고무(가황 연질) 재질의 물품

- (규격) 5.5 × 9.5㎝


(신청 물품)

(장착 이미지)"
2025-10-02,8708400000,GEAR-PINION MID; 45767-TTP300;,"ㅇ 차량 변속기 내 유성기어 세트를 구성하는 부품으로 태양기어와 링기어 사이에서 동력을 전달하는 물품
ㅇ 재질 : 철강
ㅇ 크기 : 외경 Ø 56.4, 무게 195g
ㅇ 제조공정 : 선삭 → 열전 → 열처리 → 열후"
2025-10-01,8486902090,CMP Polishing Pad; IKONIC(TM) Pad; 12009816 IKONIC(TM) 2010H PAD,"- 반도체 제조공정 중 CMP 공정에서 웨이퍼와 직접 접촉하여 웨이퍼 표면을 연마하기 위한 플라스틱 재질의 원형패드

물품의 형상 : Top Pad와 Sub Pad를 접착제로 부착하였고, 표면(Top Pad)에는 슬러리(Slurry) 유로와 배수를 위한 홈(Groove)와 마모 부산물을 저장하는 작은 구멍(Pore)이 섞여 있음

물품의 구성요소 및 구성요소별 기능
① Top Pad(Polyurethane) : 폴리머, 경화제 및 발포제로 만들어지고, 보통 단단한 특성을 가지고 있으며, 연마가 직접적으로 이루어지는 부분
② Adhesive : Top Pad와 Sub Pad를 붙여주는 layer
③ Sub Pad : 폴리우레탄을 함침한 폴리에스테르로 만들어지며, 웨이퍼에 가해지는 압력을 균일하게 분산
④ Adhesive Layer : 장비 탈부착을 위한 패드 밑면에 접착제와 이형 필름 부착"
2025-10-01,712902099,"Wasabi leaves, dried; 건조 와사비잎","ㅇ 고추냉이(학명: Eutrema japonicum)의 잎을 세척, 건조한 녹색계 파쇄상
- 용도 : 건강기능식품 제조용

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-10-01,7228409000,"STD61 공구강 단조 평강 (Tool Steel Flat Bar); STD61 공구강 단조 평강 (Tool Steel Flat Bar); 605mm(폭) X 201mm(두께) X 4,900mm;","- 횡단면이 직사각형인 합금강(STD61) 재질의 단조 평강(Flat Bar)
- 규격 : 폭 605mm, 두께 201mm, 길이 4,900mm, 중량 4,541kg,
인장강도 640～785Mpa
- 성분 : 붕소 함유량 없음

- 제조공정 : 용해/정련 → 주조 → 단조(1차,2차) → 열처리 → 후처리
* 공정중에 압연공정 없이 1·2차 단조공정만 수행
①용해/정련: 철강원료 용해 및 용강 생산, 화학성분/가스 제어 및 조정
②주조: 단조 평강의 반제품인 잉곳, 블룸 제조
③단조: 반제품을 단조하여 제품 형태, 사이즈 가공(레이저장비 정밀측정)
④열처리: 미세조직의 안정성과 기계적 특성을 확보
⑤후처리: 가공(Milling, 표면스케일 제거 목적), 교정 및 최종 품질 검사

- 용도 : 절삭/성형 공구, 블레이드, 다이스, 몰드, 금형강 등의 소재로 사용

<신청물품 및 제조공정>"
2025-10-01,4420909020,"Other articles of furniture, not falling within Chapter 94; KOMPISHÄNG hanger f door 50x60 pine AP 80628808","나무로 만든 행거(나무재질의 후크가 나사로 부착되어 있고, 문의 상단 가장자리에 걸 수 있도록 철제 브라켓이 부착되어 있음)
용도 : 문에 상단에 부착해서 옷, 모자, 가방 등을 걸어둠"
2025-10-01,8486902090,CMP Polishing Pad; VISIONPAD(TM); 12022603 VISIONPAD(TM) 3100,"- 반도체 제조공정 중 CMP 공정에서 웨이퍼와 직접 접촉하여 웨이퍼 표면을 연마하기 위한 플라스틱 재질의 원형패드

물품의 형상 : Top Pad와 Sub Pad를 접착제로 부착하였고, 표면(Top Pad)에는 슬러리(Slurry) 유로와 배수를 위한 홈(Groove)와 마모 부산물을 저장하는 작은 구멍(Pore)이 섞여 있음

물품의 구성요소 및 구성요소별 기능
① Top Pad(Polyurethane) : 폴리머, 경화제 및 발포제로 만들어지고, 보통 단단한 특성을 가지고 있으며, 연마가 직접적으로 이루어지는 부분
② Adhesive : Top Pad와 Sub Pad를 붙여주는 layer
③ Sub Pad : 폴리우레탄을 함침한 폴리에스테르로 만들어지며, 웨이퍼에 가해지는 압력을 균일하게 분산
④ Adhesive Layer : 장비 탈부착을 위한 패드 밑면에 접착제와 이형 필름 부착"
2025-10-01,6403999000,Footwear with outer soles of plastics and uppers of leather; G25407,"- 바깥 바닥은 플라스틱으로 만들고, 갑피는 가죽(페이턴트 레더)로 만든 발목을 덮지 않는 베이지색 신발(발등에는 끈이 있고, 스포츠 활동에 적합한 부착물을 붙였거나 붙이도록 준비되어 있지 않은 형태)
- 용도: 신발
- 제시성분:Microfiber Leather(갑피)+PU(깔창)+fibre(내피)+EVA(바깥바닥)"
2025-10-01,8486902090,CMP Polishing Pad; OPTIVISION(TM) Pad;12085522 OPTIVISION(TM) PRO 9500 PAD,"반도체 제조공정 중 CMP 공정에서 웨이퍼와 직접 접촉하여 웨이퍼 표면을 연마하기 위한 플라스틱 재질의 원형 패드(CMP패드)로 표면에는 격자모양의 그루브(Groove) 가공이 되어있음

제시자료
Top pad : 다공성의 폴리우레탄(연마가 직접 이루어지는 부분)
substrate : 폴리머를 함침시킨 폴리에스테르 섬유(다공성의 폴리우레탄 이 평평하게 코팅되게 하는 밑판)"
2025-10-01,7228409000,"SKT4 공구강 단조 평강 (Tool Steel Flat Bar); SKT4 공구강 단조 평강 (Tool Steel Flat Bar); 1,310mm(폭) X 260mm(두께) X 3,810mm;","- 횡단면이 직사각형인 합금강(SKT4) 재질의 단조 평강(Flat Bar)
- 규격 : 폭 1,310mm, 두께 260mm, 길이 3,810mm, 중량 8,854kg,
인장강도 780～855Mpa
- 성분 : 붕소 함유량 없음
- 제조공정 : 용해/정련 → 주조 → 단조(1차,2차) → 열처리 → 후처리
* 공정중에 압연공정 없이 1·2차 단조공정만 수행
①용해/정련: 철강원료 용해 및 용강 생산, 화학성분/가스 제어 및 조정
②주조: 단조 평강의 반제품인 잉곳, 블룸 제조
③단조: 반제품을 단조하여 제품 형태, 사이즈 가공(레이저장비 정밀측정)
④열처리: 미세조직의 안정성과 기계적 특성을 확보
⑤후처리: 가공(Milling, 표면스케일 제거 목적), 교정 및 최종 품질 검사

- 용도 : 절삭/성형 공구, 블레이드, 다이스, 몰드, 금형강 등의 소재로 사용

<신청물품 및 제조공정>"
2025-09-30,8504909000,TRANS FORMERS PARTS; CORE CLAMP; AL0614-N11; KR;,"- 중형 변압기(3상 102/136/170MVA) 내부에 사용되는 철강재질의 클램프로서 핵심부품인 철심과 권선을 지지하고 내부소음 감소 및 변형이 없도록 고정하는 구성품임 (재질 : JIG 3106 SM490A, KSD 3503, ASTM A240/SUS304)
- 구성(1SET) : 변압기 용량에 따라 크기, 규격 다양
①메인바디 4ea(250×640×4,504mm) ②Core Plate 6ea(35×262×3,710mm)
③브릿지 1ea(20×200×889mm), 2ea(20×400×889mm)
④베이스 3ea(50×350×869mm) ⑤사이드 플레이트 4ea(150×279×470mm)
- 제조공정 : 원소재 절단→사상(Grinding)→취부(Fitting)→용접→도장

<신청물품>"
2025-09-30,3924909000,PLASTIC BOTTLE; 쉐이커 보틀,"- 액체를 담을 수 있는 통과 뚜껑이 결합된 플라스틱 재질의 Bottle

- (규격, ㎝) 22.5(높이) × 9(뚜껑 지름) × 7.5(바닥 지름)

- 단백질 보충제 등의 분말과 액체를 섞어 주거나 물병으로 사용됨"
2025-09-30,3926909000,SMT GASKET; IDSMT-W series; 10×12×8.4mm; VN;,"- 실리콘 수지를 특정 모양으로 압출성형한 제품(코어)에 금속물질(Cu, Ni, Sn)이 코팅된 도전성 필름(PI)을 감싸고 접합함(10×12×8.4mm)

- 용도 : ① 전자파 차폐, ② PCB 접지, ③ 충격흡수 및 단차보상 등"
2025-09-30,8708501000,END CAP(C200); SCE10160100;,"ㅇ (개요) 구동차축의 양쪽 끝에 있는 부품인 등속 조인트의 끝단에 장착되어 그리스의 누유를 방지하고 먼지나 이물질의 유입을 차단하는 철강제 물품
*등속 조인트: 전륜구동차의 앞차축에 사용되는 조인트로 구동축과 일직선상이 아닌 피동축 사이에 회전각 속도의 변화없이 동력 전달이 균등하게 되도록 한 자재 이음(출처 : 자동차용어사전)"
2025-09-30,8205599000,UNPUGGING WIRE; 4ACCO-UPG1-008-ATK; 106207014; CN;,"- 텅스텐 재질의 가느다란 선형 구조의 와이어를 특정형상의 플라스틱 재질 홀더(손잡이)에 장착한 것으로 보관통에 결합된 물품

- 용도 : 와이어본더 캐필러리의 이물질 제거용 수공구
* 와이어본더 : 반도체 칩과 외부회로를 금속 와이어로 연결하는 장비
** 캐필러리 : 와이어 본더에 장착되는 세라믹 노즐 형태의 부품"
2025-09-30,8486902090,CMP Polishing Pad; IC1000(TM) Pad; 12009849 IC1000(TM) AT6 Pad,"반도체 제조공정 중 CMP공정에서 웨이퍼와 직접 접촉하여 웨이퍼 표면을 연마하기 위한 플라스틱 재질의 원형패드

ㅇ 물품의 형상
- Top Pad와 Sub Pad를 접착제로 부착하였고, 표면(Top Pad)에는 슬러리(Slurry) 유로와 배수를 위한 홈(Groove)와 마모 부산물을 저장하는 작은 구멍(Pore)이 섞여 있음

ㅇ 물품의 구성요소 및 구성요소별 기능
① Top Pad(Polyurethane) : 폴리머, 경화제 및 발포제로 만들어지고, 보통 단단한 특성을 가지고 있으며, 연마가 직접적으로 이루어지는 부분
② Adhesive : Top Pad와 Sub Pad를 붙여주는 layer
③ Sub Pad : 폴리우레탄을 함침한 폴리에스테르로 만들어지며, 웨이퍼에 가해지는 압력을 균일하게 분산
④ Adhesive Layer : 장비 탈부착을 위한 패드 밑면에 접착제와 이형 필름 부착

- 물품사진:"
2025-09-29,6402992000,Other footwear with outer soles of rubber and upppers of plastics; SB-002,"- 바깥 바닥을 고무로 만들고 갑피를 플라스틱(최대 외부 표면적)과 방직용 섬유재료로 만든 발목을 덮지 않는 신발(끈으로 조일 수 있는 형태)

성분 : 갑피(PU + Mesh), 바깥 바닥(EVA + Rubber)

용도 : 탁구화

※ 동일한 모델명의 제품이 판매자 공식 홈페이지의‘탁구화 카테고리’에서 판매되고 있음"
2025-09-29,9018198000,TetraGraph; SEN 2001,"- 말초신경을 자극하여 근육에서 발생되는 생체전기 신호 또는 신경에 따라 발생되는 전기활동을 감시하고 측정하는 기기로 신경근 차단제가 투여될 때 환자의 이완상태를 확인하기 위해 사용되는 물품
· 의료기기 수입 인증: A30010.01(2), 근전도계

- 작동모드
· TOF : 4개의 자극이 연속적으로 전달되는 것으로, 유발된 EMG 반응에서 TOFR(네번째 경련의 진폭과 첫 번째 경련의 진폭에 대한비율)과 TOFC를 계산하여 일반적으로 신경근 차단 깊이와 회복 정도를 평가
· PTC : TOFC가 0일 때 사용되며 고주파 자극이 적용되는 강직 자극 절차 실행
· ST : 단일자극 전달

- 구성품 : 본체(SEN2001), USB케이블, 환자케이블, 어댑터
* 일회용 전극 미포함"
2025-09-29,8415900000,MUFFLER; 3300-0127;,"ㅇ 원통 형태의 특정 형상에 가운데 구멍이 뚫려 있는 알루미늄 합금 재질의 물품으로 차량용 에어컨의 파이프 사이에 조립되어 에어컨 냉매의 맥동음, 진동 등을 흡수하여 소음 및 진동을 줄여주는 기능 수행"
2025-09-26,6307909000,Other textile articles; Woven nylon strap and wrist cuff set; HIKOO BDSM 01,"합성섬유제 세폭직물로 만든 제품으로서 특정자세를 유지할 수 있도록 손목과 허벅지 고정하는 형태로 만들고, 고리 등을 부착한 것
- 용도: 성인용 체위보조 및 자세 고정용
- 물품사진:"
2025-09-26,8708999000,KNUCKLE-LH(NON BUSH-TYPE) ; 50105269870-1000,"ㅇ (개요) 차량의 뒷바퀴 부분에 위치하여 차량의 하중을 지지하고, 서스펜션 시스템 및 브레이크 시스템과의 연결을 지지하는 물품(WHEEL CARRIER=KNUCLE)의 기본적 윤곽을 갖춘 블랭크로 등의 추가 가공을 거쳐 완성됨"
2025-09-26,9031499000,Anywire ASLINK SENSOR 광전 확산 반사 타입; BS-H0317-1K;,"ㅇ 물품개요
- 특정 물체에 조사되어 반사되는 빛을 감지하여 전기신호(아날로그신호, 전압값)로 변환 후 송신하는 물품(본 신청물품에 발광부는 없음)
- 비접촉 방식으로 물체의 존재여부를 판별하는 물품으로 공장자동화를 필요로 하는 반도체, FPD, 자동차, 이처전지 생산 등 광범위한 산업분야에 활용
ㅇ 물품의 구성요소 및 기능



- Optical sensor circuit : 광학 센서 회로로서 빛을 감지하여 전기 신호(아날로그)로 변환하는 회로
- Control circuit : 유효한 입력 신호를 판별하여 유효한 입력 신호(디지털)만을 상위 마스터에 전송
- IR circuit 어드레스 설정용 적외선 회로
- LED 표시부(LINK, ALM) : 입력 신호 수신 여부, 에러 발생 여부 등을 표시
- CABLE : 통신용 전송선과 연결되는 부분"
2025-09-26,8708999000,INPUT SHAFT(3698); 40153698-1000;,"ㅇ (개요) PTU(Power Transfer Unit)* 내부에 장착되어 변속기 출력축으로부터 동력을 전달받아 PTU 내부의 기어를 회전시키는 물품(INPUT SHAFT)의 기본적 윤곽을 갖춘 블랭크로 절삭, 연마 등 추가 공정을 거쳐 완성됨
* PTU(Power Transfer Unit): 전륜구동 기반 AWD 차량에서 사용되는 동력분배 장치로서, 변속기에서 출력된 동력을 후륜으로 전달하는 물품"
