HS부호,적용시작일자,적용종료일자,한글품목명,영문품목명,성질통합분류코드명,이름,설명,사유,HS_4자리,HS_6자리,description_4자리,category_4자리,description_6자리,category_6자리,사용자_상품명,사용자_상품설명
6506910000,20130101,20251231,고무나 플라스틱으로 만든 것,Of rubber or of plastics,(기타 의류부속품),Headgear of plastics; LIL RINSERS; PR.CHNA,"크라운이 없고, 챙과 머리 걸침부분으로 구성된 플라스틱으로 만든 모자로 머리 걸침부분에 손잡이가 있고 샴푸 중 거품이 눈이 들어가는 것을 방지하는 용도로 사용
- 용도 : 샴푸 중 거품이 눈이 들어가는 것 방지용
물품 사진","ㅇ 관세율표 제6506호에는 “그 밖의 모자(안을 댄 것인지 또는 장식한 것인지에 상관없다)”이 분류되고
- 같은 호 해설서에 “이 호에는 이 류의 앞 호나 제63류ㆍ제68류ㆍ제95류에서 분류하지 않은 모든 모자류를 분류한다.”라고 설명하고 있고, “고무나 플라스틱으로 만든 모자류[예: 수영모자ㆍ후드(hood)]”를 이 호에 분류되는 물품으로 예시하고 있음

ㅇ 본 물품은 샴푸 시 거품이 눈에 들어가는 것을 방지하기 위해 머리에 씌우는 물품으로 모자의 한 종류인 썬 바이저와 형상이 유사하고 머리에 쓰는 물품이므로 모자에 해당됨

ㅇ 따라서, 본 물품은 플라스틱으로 만든 모자이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제6506.91-0000호에 분류함.",6506,650691,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",headgear,"Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed",headgear,고무나 플라스틱으로 만든 것,"(기타 의류부속품) 대분류: Headgear; n.e.c. in chapter 65, whether or not lined or trimmed, 중분류: Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed"
7019730000,20220101,20251231,그 밖의 성긴 직물,Other open fabrics,(유리 및 유리제품),Thin sheet of glass fibers; GLASS MAT 100g/㎡,"ㅇ 물품개요

- 절단된 유리섬유(스테이플)을 무작위로 배열하고 바인더로 결합하여 만든 백색계 시트상의 성긴 부직포(두께 약 0.5mm, 제시규격 1.47m×200m/Roll)

- 용도 : 자동차 헤드라이너의 강성보강용


< 물품 이미지 >","- 관세율표 제7019호에 “유리섬유[글라스 울(glass wool)을 포함한다]와 이들의 제품(예: 실ㆍ로빙(roving)ㆍ직물)”이 분류되며, 소호 제7019.73호에 “그 밖의 화학적으로 접착한 성긴 직물”을 세분류하고 있음
· 같은 호 해설서에 “이 호에는 유리섬유 그 자체와 여러 가지 모양으로 만든 유리섬유[이 류의 주 제4호에서 규정한 글라스 울(glass wool)을 포함한다]가 포함되고 유리섬유의 특성 때문에 다른 호에서 제외하는 유리섬유 제품을 포함한다. 유리섬유는 다음의 특성을 가지고 있다. 즉, 식물성이나 동물성 섬유보다 유연성이 적으며(유리사는 쉽게 매듭지어지지 않는다) ; 이것은 강하다[제11부의 어떤 방직용 섬유보다도 강하고, 인장강도 측면에서 적은 중량에도 강(鋼)보다도 강하다] ; 늘려지지도 않고 오그라지지도 않아서 치수 안정성이 높다 ; 비흡수성이다 ; 타지도 않고 (일부의 경우에는) 소리와 열의 전도성이 낮다 ; 부패성이 없고 방수성과 내산성이 있다 ; 자외선(UV)에 대한 감응성이 낮다 ; 전기 전도체로서는 좋지 않으며 유전 투과성(誘電 透過性)을 가지고 있다 ; 유기 매트릭스(matrix)와 조화로운 성질을 가지고 있다.”라고 설명하고 있음
· 소호해설에서 “소호 제7019.71호의 베일(veil)[얇은 시트(thin sheet)]은 개별적인 유리 섬유(필라멘트)를 무작위로 배열하여 만들어진 부직포이다. 이 섬유는 결속방법으로 함께 묶어서 압축시키고 보강실(대개 판에서 세로로 나열되어 있다)을 결합하는 경우도 있고 그렇지 않은 경우도 있다. 유리매트(mats)와는 달리 이 제품의 각 필라멘트는 시트(sheet)를 손상하지 않고서는 손으로 떼어낼 수 없다. 얇은 시트(sheet)는 10㎜를 초과하지 않는 일정한 두께를 가지고 있어 웹(web)ㆍ매트리스와 그 밖의 절연물품과 구별될 수 있다.”라고 설명하고 있고,
· “소호 제7019.73호의 그 밖의 화학적으로 접착한 성긴 직물에는 실(yarns)로 만든 레이드 스크림(laid scrim)(규칙적인 성긴 구조를 가지고 있다)이 포함될 수 있다.”라고 설명하고 있음

- 본건 물품은 필라멘트를 무작위로 배열하여 만들어진 부직포가 아니므로 제7019.71호의 ‘베일(얇은 시트)’에 해당하지 않음

- 따라서, 본 물품은 절단된 유리섬유(스테이플)를 무작위로 배열하고 바인더로 결합하여 만든 백색계 시트상의 성긴 부직포이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제7019.73-0000호에 분류함",7019,701973,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, rovings, woven fabrics)","fabrics, fibres, rovings, glass, yarn, wool","Glass fibres; chemically bonded fabrics, open fabrics n.e.c. in heading 7019","fibres, glass",그 밖의 성긴 직물,"(유리 및 유리제품) 대분류: Glass fibres (including glass wool) and articles thereof (e.g. yarn, rovings, woven fabrics), 중분류: Glass fibres; chemically bonded fabrics, open fabrics n.e.c. in heading 7019"
7020001011,20130101,20251231,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,(유리 및 유리제품),Process Tube (Reactor Tube) ; 5105-100084-11,"ㅇ 물품개요
- 반도체 웨이퍼용의 확산로에 사용되는 석영(quartz)제의 reactor 튜브
- 특정 모델의 확산로의 diffusion part에 삽입되도록 설계제작되었으며, 내경 382 mm, 외경 394 mm, 길이 1,490 mm 가량의 끝부분이 막힌 원통형상","ㅇ 본건 물품은 반도체 제조공정 중 웨이퍼 확산공정에 사용되는 확산로에 결합되는 석영제의 반응 튜브임

ㅇ 관세율표 제84류 주1 다목은 유리로 만든 공업용의 기기나 그 밖의 물품과 그 부분품을 제84류에서 제외토록 규정하고 있음.

ㅇ 관세율표 제 70류 주5에서는 “이 표에서 유리는 석영유리를 포함한다.”라고 규정하고 있고, 제 70류 총설에서 “이 류 주 5의 유리에는 용융 석영 또는 용융 실리카를 포함한다”라고 해설하고 있음

ㅇ 관세율표 제7020호에는 기타의 유리제품이 분류되며, 같은 호 해설서에서 “이 호에는 이 류의 다른 호 또는 이 표의 다른 류에 분류되지 아니하는 유리제품(유리제부분품을 포함한다)이 분류된다.”라고 설명하고 있음

ㅇ 따라서 본건 물품은 관세율표 해석에 관한 통칙 제1호 및 6호의 규정에 의거 반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브(제7020.00-1011호)로 분류함",7020,702000,Glass; articles n.e.c. in chapter 70,glass,Glass; articles n.e.c. in chapter 70,glass,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,"(유리 및 유리제품) 대분류: Glass; articles n.e.c. in chapter 70, 중분류: Glass; articles n.e.c. in chapter 70"
7117191000,20020101,20251231,목걸이,Necklace,(장신구),magnetic pulse stimulator(PML174) ; 일본,"- 실리콘으로 영구자석(사마륨코발트)을 감싸 목걸이 형태로 만든 제품
- 용도 : 인체에 자석의 자계를 이용하여 근육통 완화에 사용됨
- 규격 : 길이 50㎝, 지름 4㎜","○ 관세율표 해설서 제11부 주11호에 ‘제7117호에서 ”모조 신변장식용품“ 이란 주 제9호가목의 신변장식용품으로서 천연진주·양식진주나 귀석·반귀석을 사용하지 않은 것과 귀금속이나 귀금속을 입힌 금속을 사용하지 않은 것을 말한다’고 규정함

○ 관세율표 해설서 제7117호의 용어에 “모조 신변장식용품”을 분류하도록 규정함
- 같은 호 해설서에 “이 류에서 모조신변장식용품이란 함은 류 주 제11호에서 정의한 바와 같이 제7113호 해설(A)에 열거한 소형의 장신구에 한한다(예:반지·팔찌·목걸이·귀걸이...이하생략)”고 설명함

○ 본 물품은 자성을 띈 모조 신변장식용품으로 “비금속으로 만든 목걸이”에 해당하므로 관세율표 해석에 관한 통칙 제1호(제7117호의 용어) 및 제6호에 따라 HSK 7117.19-1000호에 분류함",7117,711719,Imitation jewellery,"imitation, jewellery","Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal",jewellery,목걸이,"(장신구) 대분류: Imitation jewellery, 중분류: Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
7210702000,20220101,20251231,두께가 4.75밀리미터 미만의 것,Of a thickness of less than 4.75 ㎜,(철강 판재),"Flat-rolled products of steel plated zinc, painted; PRE-PAINTED STEEL (칼라인쇄도장강판); R.KOREA","아연도금 강판 양면에 페인트를 도장, 표면 인쇄한 것(규격 : 폭 1,250mm, 두께 0.48mm/ Coil)
- 용도 : 건축용 내·외장재 등","ㅇ 관세율표 제7210호에는 ""철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 클래드(clad)·도금·도포한 것으로 한정한다]""이 분류되며, 소호 제7210.70호에는 ""페인팅한 것·바니시한 것·플라스틱을 도포한 것""을 세분류하고 있음.
- 같은 호 해설서에 ""이 호에 분류하기 위해서는 그들 제품은 클래드·도금 또는 도포가 되어 있어야 한다. 이 호에서 ""클래드·도금 또는 도포한""이란 표현은 제72류 총설 부분(C)(2)의 (d)(ⅳ), (d)(ⅴ) 및 (e)항에서 규정된 처리 중 하나를 제품에 적용한다.""라고 설명하고 있음.
ㅇ HS해설서 제72류 총설에서 ""(C) 후속손질과 마무리작업에 (2) 표면처리 또는 기타 작업(금속의 특성과 외양을 개선하기 위한 클래딩과, 녹과 부식으로부터 금속을 보호하기 위한 클래딩을 포함한다) 특정호의 본문에 다르게 규정한 경우를 제외하고는 이와 같은 처리는 해당 물품이 분류되는 호에는 아무런 영향을 미치지 아니한다. 그들 처리방법 중 (d) 표면완성처리로 (ⅴ) 비금속성의 물질로 도장하는 것 : 예를 들면, 에나멜칠·니스칠·래커칠·페인트칠·표면인쇄·세라믹이나 플라스틱으로 도장하는 것(방사선 방사에 의하여 수반되는 정전용액조(靜電溶液槽) 속에서 백열방전·전기영동(泳動)·정전식의 투사와 침지 등과 같은 특수공정을 포함한다).""을 설명하고 있음.
ㅇ 따라서 본 품은 상기 물품설명과 같이 제조한 비금속성 물질을 도장한 평판압연제품으로서 폭 600밀리미터 이상, 두께 4.75밀리미터 미만의 것이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제7210.70-2000호에 분류함.",7210,721070,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated","iron, alloy, non, steel","Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics","iron, alloy, non, steel",두께가 4.75밀리미터 미만의 것,"(철강 판재) 대분류: Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated, 중분류: Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
7225401000,20070101,20251231,고속도강의 것,Of high speed steel,(철강 판재),Flat-rolled products of other alloy steel; SKH-51; JAPAN,"열간압연하여 제조한 그 밖의 합금강(철 주성분에 C 0.9%, Cr 3.94%, Mo 4.8%, W 5.97%, V 1.71%로 합금된 것)의 평판압연제품(크기: 폭 800㎜, 길이 2,160㎜, 두께 3.5㎜)

- 용도 : 각종 치공구 등 제작용(고속도 강)","ㅇ 관세율표 제7225호에는“그 밖의 합금강의 평판압연제품(폭이 600밀리미터 이상인 것으로 한정한다)”이 분류되며, 소호 제7225.40호에서 “기타[코일 모양은 제외하고, 열간압연보다 더 가공하지 않은 것으로 한정한다]”를 세분류하고 있음
ㅇ 같은 표 제72류 주 제1호 바목에서 “그 밖의 합금강”을 규정하고 있고, 같은 류 소호주 제1호 라목에서 “고속도강(high speed steel): ‘고속도강(high speed steel)’이란 그 밖의 다른 원소가 함유되어 있는지에 상관없으나 몰리브데늄·텅스텐·바나듐의 세 가지 원소 중 적어도 두 가지 원소를 합한 함유량이 전 중량의 100분의 7 이상이고, 탄소가 100분의 0.6 이상이며, 크로뮴이 100분의 3 이상 100분의 6 이하인 합금강을 말한다.”라고 규정하고 있음
- 또한, 관세율표 제72류 주 제1호 차목에서 “평판압연제품이란 반제품의 정의에 해당하지 않고 횡단면에 중공(中空)이 없는 직사각형(정사각형은 제외한다)의 압연제품으로서 연속적 적층 모양인 코일이거나 직선형인 경우에는 두께가 4.75밀리미터 미만이고, 폭이 두께의 열 배 이상인 것으로 한정한다.”라고 규정하고 있음
ㅇ 따라서, 본 품은 코일상이 아니며, 열간압연보다 더 가공하지 않은 그 밖의 합금강제의 평판압연 제품으로서 고속도강(관세율표 제72류 소호주 제1호 라목)에 해당되는 물품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 특게호인 제7225.40-1000호에 분류함",7225,722540,"Alloy steel flat-rolled products, of a width 600mm or more","alloy, more, flat, steel, width","Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils","steel, alloy",고속도강의 것,"(철강 판재) 대분류: Alloy steel flat-rolled products, of a width 600mm or more, 중분류: Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils"
7325991000,20210801,20251231,주철로 만든 것,Of cast iron,(기타 공구류),Other aricles of iron or steel ; TWIST LOCK; PR.CHNA,"ㅇ Cone, Body, 손잡이 등의 주물(Iron casting)을 볼트 등으로 조립한 제품으로,
ㅇ 컨테이너 네귀에 붙은 귀퉁이쇠(corner fiiting) 꽂아 손잡이를 움직이면 돌출부(cone)가 회전하면서 걸리는 방식으로 선박에 적재된 컨테이너와 컨테이너를 상호 연결·고정하거나 선박 갑판 등에 컨테이너를 고정하여 화물을 안전하게 수송하는데 이용","ㅇ 관세율표 제7325호에는 “철강으로 만든 그 밖의 주물제품”이 분류되고,

- 같은 호 해설서에 “이 호에는 다른 곳에 따로 분류하지 않은 철강으로 만든 모든 주조제품(cast articles)을 포함한다.”라고 설명하고 있음

ㅇ 본 물품은 컨테이너와 컨테이너를 상호 연결·고정하는 것으로 선박에 단순히 고정 설치되는 구조물 또는 부착구로 인정되는 물품이 아니며, 또한 주물제의 구성품인 Cone, Body, 손잡이 등을 하나로 조립하였다 하더라도 제품의 본질적인 특성이 주물제품에 있으므로, 철강으로 만든 그 밖의 주물 제품으로 보아 관세율표의 해석에 관한 통칙 제1호 및 제6호의 규정에 의하여 제7325.99-1000호에 분류함",7325,732599,Iron or steel; cast articles,"iron, steel","Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron","iron, steel",주철로 만든 것,"(기타 공구류) 대분류: Iron or steel; cast articles, 중분류: Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron"
7404000000,20130101,20251231,구리의 웨이스트(waste)와 스크랩(scrap),Copper waste and scrap.,(비(非)철금속의 부산물),Copper waste and scrap; ELECTROLYTIC COPPER SCRAP; BOX TYPE 1,"Copper cathode 규격을 맞추기 위해 자른 부분을 모은 불규칙한 모양의 구리 스크랩
- 용도 : 동(Cu) 합금 주조시 용해용 원료

※ 스크랩여부는 전체적인 물품상태를 확인하여야 하므로 수입신고시 물품상태에 따라 품목분류가 변경될 수 있습니다.","ㅇ 관세율표 제7404호에는 “구리의 웨이스트(waste)와 스크랩(scrap)”이 분류되며,

ㅇ 같은 표 제15부 주 제8호에서 “웨이스트(waste)와 스크랩(scrap)이란 금속의 제조나 금속에 대한 기계작업에 따라 발생한 금속의 웨이스트(waste)와 스크랩(scrap), 파손·절단·마손(磨損)이나 그 밖의 사유로 원래의 용도대로 사용할 수 없는 금속물품을 말한다.”라고 정의하고 있음

ㅇ 또한 제2620호 해설서 제외규정에 “금속의 기계적 작업에서 나온 웨이스트(waste)나, 중고 금속제품이나 부서진 금속제품으로 구성된 스크랩(scrap)은 제외한다(제14부나 제15부).”라고 설명하고 있음

ㅇ 본 품은 Copper cathode 규격을 맞추기 위해 자른 부분을 모은 불규칙한 모양의 구리 스크랩이므로 관세율표의 해석에 관한 통칙 제1호에 의하여 제7404.00-0000호에 분류함",7404,740400,Copper; waste and scrap,copper,Copper; waste and scrap,copper,구리의 웨이스트(waste)와 스크랩(scrap),"(비(非)철금속의 부산물) 대분류: Copper; waste and scrap, 중분류: Copper; waste and scrap"
7608200000,20130101,20251231,알루미늄 합금으로 만든 것,Of aluminium alloys,(알루미늄),Tubes of aluminium alloys; FSR CD PIPE; TY-DA62-04605A,"- ‘ㄱ’ 형태로 구부러진 알루미늄 합금으로 만든 관으로 한쪽 끝은 플랜지 가공이 되어 있고 한쪽 끝은 다른 관과 연결할 수 있도록 확장되어 있음

- 용도 : 냉장고 기계실 응축기(Condensor)의 냉매 연결관

- 재질 및 크기 : A300M-H112(알루미늄 30계열 합금), 외경 4.76mm","- 관세율표 제7608호에 “알루미늄으로 만든 관(管)”이 분류되며, 소호 제7608.20호에 “알루미늄 합금으로 만든 것”을 세분류하고 있음

∙ 같은 호 해설서에 “관(管)은 제15부 주 제9호 마목에 규정하고 있다.”라고 설명하고 있고, “이 호의 관(管)은 여러 가지 목적에 사용한다. 예: 오일(oil)이나 물의 파이프라인(pipeline)ㆍ전선용 도관ㆍ가구ㆍ열교환기ㆍ구조물의 제조용”이라고 설명하고 있음

- 참고로, 관세율표 제15부 주 제9호 마목에서 “‘관(管)’이란 전체 길이에 걸쳐 하나의 중공(中空)을 가지는 제품으로서 코일 모양인지에 상관없고 그 횡단면이 균일하며, 원형·타원형·직사각형(정사각형을 포함한다)·정삼각형·볼록정다각형 모양으로서 그 벽의 두께가 균일한 것을 말한다. 횡단면이 직사각형(정사각형을 포함한다)·정삼각형·볼록정다각형인 물품은 전체 길이를 통하여 모서리가 둥근 모양일 수도 있는데, 횡단면의 내측과 외측이 동심(同心)이고 동일한 모양과 방향성을 가지고 있는 경우에는 관(管)으로 본다. 위와 같은 횡단면을 가진 관(管)들은 연마한 것, 도포한 것, 구부린 것, 나선가공한 것, 구멍을 뚫은 것, 웨이스트한(waisted) 것, 익스팬디드한(expanded) 것, 원추형으로 한 것, 플랜지(flange)·고리·링을 붙인 것도 있다.”라고 규정하고 있음

- 따라서, 본 물품은 한 쪽 끝은 플랜지 가공이 되어 있으며 다른 끝은 익스팬디드하여 ‘ㄱ자’로 구부린 형태의 알루미늄 합금으로 만든 관 형상의 물품으로서 ‘알루미늄 합금으로 만든 관’으로 보아 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제7608.20-0000호에 분류함. 끝.",7608,760820,Aluminium; tubes and pipes,aluminium,"Aluminium; tubes and pipes, alloys",aluminium,알루미늄 합금으로 만든 것,"(알루미늄) 대분류: Aluminium; tubes and pipes, 중분류: Aluminium; tubes and pipes, alloys"
8207130000,20130101,20251231,작용하는 부분을 서멧(cermet)으로 만든 것,With working part of cermets,(착암공구),LB-B MAT TIREHOUSING ; P2651100700,"- PVC와 부직포를 적층하여 성형된 형태로, 버스 바닥에서 타이어하우징에 의해 돌출되는 부분을 감싸도록 제작된 바닥용 매트
- 적용 차량 : 레스타(소형버스)
- 물품 사진","○ 관세율표 제17부 주 제2호, 제3호 및 총설 (Ⅲ)부분품과 부속품에서는 이들 호에 분류되기 위해서는 다음에서 정한 세 가지 요건을 모두 갖춘 것에 한정한다고 설명하고 있음.
(a) 이 부의 주 제2호의 조건에 의하여 제외하지 않은 것
(b) 제86류부터 제88류까지의 물품에 전용되거나 주로 사용하기에 적합한 것일 것
(c) 이 표의 다른 호에 특별히 포함되지 않은 것일 것

○ 관세율표 제8708호에는 “부분품과 부속품(제8701호부터 제8705호까지의 차량용으로 한정한다)”이 분류되고,
- 같은 호 해설서에서 “이 호에 분류하는 부분품과 부속품은 제8701호부터 제8705호까지에 해당되는 자동차용의 것”으로서, “(ⅰ)앞에서 설명한 차량에 전용되거나 주로 사용하는데 적합한 것으로 인정되어야 하고, (ⅱ)제17부 주의 규정에 의하여 제외되지 않아야 한다.”라고 설명하고, 이 호에 포함되는 물품으로 “(B) 차체 부분품과 관련된 조립부속품 : … 바닥용 매트[방직용 섬유로 만든 것이나 비경화 가황고무로 만든 것은 제외한다] … ”를 예시하고 있음.

○ 본 물품은 버스 바닥에서 타이어하우징에 의해 돌출되는 부분을 감싸도록 성형 제작된 바닥용 매트로, 제17부 주2의 규정에 제외되지 않고 자동차에 전용되도록 설계ㆍ제작되었으며 다른 호에 특별히 포함되지 않는 물품에 해당하므로, 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제8708.29-0000호에 분류함. 끝.",8207,820713,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","interchangeable, tools","Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated","interchangeable, tools",작용하는 부분을 서멧(cermet)으로 만든 것,"(착암공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated"
8207401000,20130101,20251231,태핑(tapping)용,For tapping,(탭핑공구),"CARBIDE TOOL BLANK; ∅ 10 x 75 x 24 x ∅7, FL4","텅스텐카바이드, 코발트 등의 재료를 혼합·압축 성형 및 소결한 물품

- 제시 규격: 전체길이 75 mm, 길이 24mm 까지는 직경 10mm, 나머지 길이는 직경7mm, FL4(4개의 FLUTE)

- 제시 용도: 추가 가공하여 단일규격의 초경 탭(tap)으로 제작","- 관세율표 제8207호에는 “수공구용(동력작동식인지에 상관없다)이나 기계용 호환성 공구[예: 프레싱(pressing)용·스탬핑(stamping)용·펀칭(punching)용·태핑(tapping)용·드레딩(threading)용·드릴링(drilling)용·보링(boring)용·브로칭(broaching)용·밀링(milling)용·터닝(turning)용·스크루드라이빙(screw driving)용][금속의 인발(引拔)용이나 압출용 다이(die)와 착암용이나 굴착용 공구를 포함한다] ”이 분류됨

· 같은 호 해설서에서 “이 류의 앞 호까지의 각 호에는(기계식의 톱날과 같은 약간의 예외를 제외하고) 주로 자루를 부착하여 사용하거나 행하도록 설계된 공구를 포함한다.“라고 설명하고 있음

- 또한, 관세율표 해석에 관한 통칙 2호 가목에 “각 호에 열거된 물품에는 불완전한 물품이나 미완성된 물품이 제시된 상태에서 완전한 물품이나 완성된 물품의 본질적인 특성을 지니고 있으면 그 불완전한 물품이나 미완성된 물품이 포함되는 것으로 본다.”라고 규정하면서,

· 관련 해설서에 “이 통칙의 규정은 특정한 호에 열거하지 않은 반가공품(blanks)에도 적용한다. “반가공품(blanks)”이란 1) 직접 사용할 수 있는 물품이 아니라 2) 완성한 물품이나 부분품의 대체적인 모양이나 윤곽을 갖추고 있는 물품으로서 3) 예외적인 경우를 제외하고는 오직 완성한 물품이나 부분품으로 완성하기 위하여만 사용될 수 있는 물품을 말한다.”고 규정하고 있음

- 따라서, 본 물품은 길이별로 직경이 다르고, FLUTE형상을 가진 물품으로, 완성품의 대체적인 모양이나 윤곽을 갖추고 있고, 예외적인 경우를 제외하고는 오직 탭 제조용으로 완성하기 위하여만 사용 될 수 있는 물품이므로, 탭 제조용 공구의 반가공품(blank)으로 보아 관세율표 해석에 관한 통칙 제1호, 제2호가목, 제6호에 따라 제8207.40-1000호에 분류함",8207,820740,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","interchangeable, tools","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading","interchangeable, tools",태핑(tapping)용,"(탭핑공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading"
8207702000,20020101,20251231,밀링커터,Milling cutters,(밀링공구),PCD Endmill; PCD Endmill; D7.7*15.85*D9.2*SD12*SL63 (DE27N);,"ㅇ (개요) 두 개의 셀로 구성되어 있고, 체외 진단 검사 장비에 안정적으로 결합 및 고정될 수 있도록 한쪽 면에 고리가 형성된 투명한 플라스틱제 물품

ㅇ (측정 원리) SPAPLUS(체외 진단 검사 장비)는 Cuvette에 시약과 혈청을 담은 후 Cuvette에 빛을 쏘아 흡광도를 분석하고, 분석된 흡광도에 따라 혈청 내 특정 성분의 양을 측정","ㅇ 제90류 주 제2호 나목에서 “그 밖의 부분품과 부속품으로서 특정한 기기나 동일한 호에 해당하는 여러 종류의 기기(제9010호ㆍ제9013호ㆍ제9031호의 기기를 포함한다)에 전용되거나 주로 사용되는 것은 해당 기기와 함께 분류한다.”라고 규정하고 있음

ㅇ 관세율표 제9027호에는 “물리나 화학 분석용 기기(예: 편광계ㆍ굴절계ㆍ분광계ㆍ가스나 매연 분석기), 점도ㆍ포로서티(porosity)ㆍ팽창ㆍ표면장력이나 이와 유사한 것의 측정용이나 검사용 기기, 열ㆍ소리ㆍ빛의 양의 측정용이나 검사용 기기(노출계를 포함한다), 마이크로톰(microtome)”이 분류되며, 소호 제9027.90호에는 “마이크로톰(microtome)과 이 호의 부분품과 부속품”이 세분류됨

- 같은 호 해설서에서 “(5) 분광계(spectrometer) : 분광하는 발열 스펙트라 흡수 스펙트라의 파장 측정용 장치이다”와 “(29) 광도계(photometer) : 광(光)의 명암도(intensity of light)를 측정하는 것. 측정하여야 할 광원과 표준광원은 일정한 면 위를 동일한 조도로 조명하도록 놓아서 광도를 측정하는 장치이다. 두 개의 광원의 조도를 비교하는 대신에 스펙트라(spectra)로 비교하는 것도 있다. 이때 사용하는 계기를 분광광도계(spectrophotometer)라고 한다.”를 예시하고 있음

ㅇ 따라서, 신청 물품은 체외 진단 검사 장비 내부에 장착되는 플라스틱제 Cuvette으로, 해당 장비에 사용하기에 적합한 재질과 형상으로 되어있으므로 제9027호 분석용 기기의 부분품과 부속품으로 보아 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제9027.90-9099호에 분류함",8207,820770,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","interchangeable, tools","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling","interchangeable, tools",밀링커터,"(밀링공구) 대분류: Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools, 중분류: Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling"
