HS10,HS부호,성질통합분류코드명,영문품목명,한글품목명,HS10_int,사용자_상품명,사용자_상품설명
8509804000,8509804000,(기타 가전제품),Kitchen waste disposers,주방용 쓰레기처리기,8509804000,주방용 쓰레기처리기,"(기타 가전제품) 대분류: Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08., 중분류: Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509"
8515211010,8515211010,(용접기),Of robot type,로봇형,8515211010,로봇형,"(용접기) 대분류: Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides, 중분류: Welding machines and apparatus; for resistance welding of metal, fully or partly automatic, whether or not capable of cutting"
8516100000,8516100000,(기타 가전제품),Electric instantaneous or storage water heaters and immersion heaters,전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기,8516100000,전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기,"(기타 가전제품) 대분류: Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545, 중분류: Heaters; electric, instantaneous or storage water and immersion heaters"
8518101000,8518101000,(기타 가전제품),"Microphones having a frequency range of 300 Hz to 3.4KHz with a diameter of not exceeding 10 ㎜ and a height not exceeding 3 ㎜, for telecommunication use","전기통신용 마이크로폰(지름이 10밀리미터 이하이고, 높이가 3밀리미터 이하이며, 주파수 대역이 300헤르츠부터 3.4킬로헤르츠까지인 것으로 한정한다)",8518101000,"전기통신용 마이크로폰(지름이 10밀리미터 이하이고, 높이가 3밀리미터 이하이며, 주파수 대역이 300헤르츠부터 3.4킬로헤르츠까지인 것으로 한정한다)","(기타 가전제품) 대분류: Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets, 중분류: Microphones and stands therefor"
8519815000,8519815000,(음향기기),Using semiconductor media,반도체 매체를 이용하는 기기,8519815000,반도체 매체를 이용하는 기기,"(음향기기) 대분류: Sound recording or reproducing apparatus, 중분류: Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50"
8526920000,8526920000,(기타 무선통신기기),Radio remote control apparatus,무선원격조절기기,8526920000,무선원격조절기기,"(기타 무선통신기기) 대분류: Radar apparatus, radio navigational aid apparatus and radio remote control apparatus, 중분류: Radio remote control apparatus"
8528591010,8528591010,(방송기기),Of specially manufactured for medical purpose,의료용으로 특수 제작된 것,8528591010,의료용으로 특수 제작된 것,"(방송기기) 대분류: Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, 중분류: Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour"
8532901000,8532901000,(기타 IT부품),Of fixed capacitors,고정식의 것,8532901000,고정식의 것,"(기타 IT부품) 대분류: Electrical capacitors; fixed, variable or adjustable (pre-set), 중분류: Electrical capacitors; parts of the capacitors of heading no. 8532"
8539210000,8539210000,(기타 조명장치),Tungsten halogen,텅스텐 할로겐의 것,8539210000,텅스텐 할로겐의 것,"(기타 조명장치) 대분류: Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources, 중분류: Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen"
8539510000,8539510000,(발광다이오드(LED) 장치),Light-emitting diode (LED) modules,발광다이오드(엘이디) 모듈,8539510000,발광다이오드(엘이디) 모듈,"(발광다이오드(LED) 장치) 대분류: Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources, 중분류: Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules"
8609003000,8609003000,(기타 수송장비),For the transport of ordinary goods and material,일반화물 운반용,8609003000,일반화물 운반용,"(기타 수송장비) 대분류: Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport, 중분류: Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport"
8708920000,8708920000,(자동차 부품),Silencers (mufflers) and exhaust pipes; parts thereof,"소음기(머플러), 배기관, 그 부분품",8708920000,"소음기(머플러), 배기관, 그 부분품","(자동차 부품) 대분류: Motor vehicles; parts and accessories, of heading no. 8701 to 8705, 중분류: Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof"
8714949000,8714949000,(자전거 부품),Parts thereof,이들의 부분품,8714949000,이들의 부분품,"(자전거 부품) 대분류: Vehicles; parts and accessories of heading no. 8711 to 8713, 중분류: Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof"
9011101000,9011101000,(기타 사진 및 광학기기),Fitted with equipment specifically designed for the handling and transport of semiconductor wafers or reticles,반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것,9011101000,반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것,"(기타 사진 및 광학기기) 대분류: Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection, 중분류: Microscopes, compound optical; stereoscopic microscopes"
9013802000,9013802000,(기타 사진 및 광학기기),"Magnifiers, loupes, thread counters","확대경, 루페, 섬유 카운터",9013802000,"확대경, 루페, 섬유 카운터","(기타 사진 및 광학기기) 대분류: Lasers, other than laser diodes; other optical appliances and instruments n.e.c. in this chapter, 중분류: Optical devices, appliances and instruments; n.e.c. in heading no. 9013"
9032102000,9032102000,(기타 정밀기계),Of fixed type,고정식,9032102000,고정식,"(기타 정밀기계) 대분류: Regulating or controlling instruments and apparatus; automatic type, 중분류: Regulating or controlling instruments and apparatus; automatic type, thermostats"
9032899010,9032899010,(기타 항공기 부품),For aircraft,항공기용,9032899010,항공기용,"(기타 항공기 부품) 대분류: Regulating or controlling instruments and apparatus; automatic type, 중분류: Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic"
9401200000,9401200000,(자동차 부품),Seats of a kind used for motor vehicles,차량용 의자,9401200000,차량용 의자,"(자동차 부품) 대분류: Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof, 중분류: Seats; of a kind used for motor vehicles"
9503001900,9503001900,(완구류),Parts and accessories,부분품과 부속품,9503001900,부분품과 부속품,"(완구류) 대분류: Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds, 중분류: Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
9503003700,9503003700,(완구류),"Other toys, put up in sets or outfits",그 밖의 완구(세트ㆍ아웃피트로 되어 있는 경우로 한정한다),9503003700,그 밖의 완구(세트ㆍ아웃피트로 되어 있는 경우로 한정한다),"(완구류) 대분류: Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds, 중분류: Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
